,Unnamed: 0,kingdom,phylum,class,order,family,genus,species,sBin,gBin,fBin,dist_SGB,sSGB,gSGB,fSGB
fBin__37|gBin__94|sBin__133,Rep_133,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,CAG-617,unknown,133.0,94.0,37,0.0147197,1426,1112,540
fBin__37|gBin__95|sBin__134,Rep_134,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,CAG-617,CAG-617 sp000431275,134.0,95.0,37,0.0215303217391304,1424,1110,540
fBin__37|gBin__95|sBin__135,Rep_135,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,CAG-617,unknown,135.0,95.0,37,0.093668,unknown,1110,540
fBin__38|gBin__96|sBin__136,Rep_136,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA6382,UBA6382 sp900557555,136.0,96.0,38,0.0161968857142857,1415,1101,535
fBin__39|gBin__97|sBin__137,Rep_137,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA4372,UBA4372 sp900543815,137.0,97.0,39,0.0243744040816326,1437,1123,544
fBin__40|gBin__98|sBin__138,Rep_138,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella denticola,138.0,98.0,40,0.0232565294117647,1540,1189,568
fBin__40|gBin__99|sBin__139,Rep_139,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella veroralis,139.0,99.0,40,0.028037375,1541,1190,568
fBin__40|gBin__100|sBin__140,Rep_140,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella melaninogenica,140.0,100.0,40,0.0345986804597701,1554,1192,568
fBin__40|gBin__100|sBin__141,Rep_141,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella jejuni,141.0,100.0,40,0.0371964849999999,1545,1192,568
fBin__41|gBin__101|sBin__142,Rep_142,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella bivia,142.0,101.0,41,0.0156735310344827,1557,1194,568
fBin__41|gBin__102|sBin__143,Rep_143,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella amnii,143.0,102.0,41,0.0191640222222222,1558,1195,568
fBin__41|gBin__103|sBin__144,Rep_144,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella nigrescens,144.0,103.0,41,0.0223893581395348,1561,1197,568
fBin__41|gBin__103|sBin__145,Rep_145,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella intermedia,145.0,103.0,41,0.0343201684210526,1560,1197,568
fBin__41|gBin__104|sBin__146,Rep_146,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella disiens,146.0,104.0,41,0.0188400826086956,1559,1196,568
fBin__41|gBin__105|sBin__147,Rep_147,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella ihumii,147.0,105.0,41,0.1925768695652174,unknown,unknown,568
fBin__41|gBin__106|sBin__148,Rep_148,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella colorans,148.0,106.0,41,0.0184459727272727,1502,1170,564
fBin__41|gBin__107|sBin__149,Rep_149,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900607215,149.0,107.0,41,0.0126355875,1503,1171,564
fBin__41|gBin__107|sBin__150,Rep_150,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella corporis,150.0,107.0,41,0.030777004347826,1504,1171,564
fBin__41|gBin__108|sBin__151,Rep_151,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900547085,151.0,108.0,41,0.0286066,1515,1174,564
fBin__41|gBin__108|sBin__152,Rep_152,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,152.0,108.0,41,0.0319312333333333,1515,1174,564
fBin__41|gBin__108|sBin__153,Rep_153,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,153.0,108.0,41,0.0459938714285714,1517,1174,564
fBin__41|gBin__108|sBin__154,Rep_154,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella buccalis,154.0,108.0,41,0.0473542809523809,1517,1174,564
fBin__41|gBin__108|sBin__155,Rep_155,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,155.0,108.0,41,0.0,1518,1174,564
fBin__41|gBin__109|sBin__156,Rep_156,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella timonensis,156.0,109.0,41,0.0393626239285714,1507,1173,564
fBin__41|gBin__109|sBin__157,Rep_157,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,157.0,109.0,41,0.0,1513,1173,564
fBin__42|gBin__110|sBin__158,Rep_158,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900556825,158.0,110.0,42,0.0072795966666666,1577,1211,574
fBin__42|gBin__111|sBin__159,Rep_159,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900314365,159.0,111.0,42,0.217673,unknown,unknown,580
fBin__42|gBin__112|sBin__160,Rep_160,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,unknown,unknown,160.0,112.0,42,0.221466,unknown,unknown,605
fBin__43|gBin__113|sBin__161,Rep_161,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,161.0,113.0,43,0.053887275,unknown,1277,582
fBin__43|gBin__113|sBin__162,Rep_162,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900547005,162.0,113.0,43,0.028575225,1714,1277,582
fBin__43|gBin__114|sBin__163,Rep_163,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,163.0,114.0,43,0.0471568,1584,1217,577
fBin__43|gBin__114|sBin__164,Rep_164,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,164.0,114.0,43,0.0712521,unknown,1217,577
fBin__43|gBin__114|sBin__165,Rep_165,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,165.0,114.0,43,0.0183426,1583,1217,577
fBin__43|gBin__114|sBin__166,Rep_166,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,166.0,114.0,43,0.0761763999999999,unknown,1217,577
fBin__43|gBin__115|sBin__167,Rep_167,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,167.0,115.0,43,0.1607366666666666,unknown,unknown,577
fBin__43|gBin__116|sBin__168,Rep_168,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,168.0,116.0,43,0.2072533333333333,unknown,unknown,577
fBin__43|gBin__117|sBin__169,Rep_169,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900545525,169.0,117.0,43,0.0193714,1604,1229,577
fBin__43|gBin__118|sBin__170,Rep_170,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,170.0,118.0,43,0.189679,unknown,unknown,577
fBin__43|gBin__119|sBin__171,Rep_171,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900553965,171.0,119.0,43,0.02722916,1601,1228,577
fBin__43|gBin__119|sBin__172,Rep_172,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,172.0,119.0,43,0.0197694,1603,1228,577
fBin__43|gBin__119|sBin__173,Rep_173,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,173.0,119.0,43,0.0421301,1602,1228,577
fBin__43|gBin__120|sBin__174,Rep_174,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900549175,174.0,120.0,43,0.1761154,unknown,unknown,577
fBin__43|gBin__121|sBin__175,Rep_175,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,175.0,121.0,43,0.2047082,unknown,unknown,577
fBin__43|gBin__122|sBin__176,Rep_176,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,176.0,122.0,43,0.2064394,unknown,unknown,577
fBin__43|gBin__123|sBin__177,Rep_177,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella lascolaii,177.0,123.0,43,0.0276889237288135,1585,1218,577
fBin__43|gBin__124|sBin__178,Rep_178,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900554695,178.0,124.0,43,0.0203495894594594,1587,1219,577
fBin__43|gBin__124|sBin__179,Rep_179,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900553465,179.0,124.0,43,0.0231158125,1586,1219,577
fBin__43|gBin__125|sBin__180,Rep_180,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,180.0,125.0,43,0.251869625,unknown,unknown,577
fBin__43|gBin__126|sBin__181,Rep_181,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp001275135,181.0,126.0,43,0.0301878008130081,1588,1220,577
fBin__43|gBin__126|sBin__182,Rep_182,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000436695,182.0,126.0,43,0.0347102333333333,1589,1220,577
fBin__43|gBin__126|sBin__183,Rep_183,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,183.0,126.0,43,0.0543582888888888,unknown,1220,577
fBin__43|gBin__127|sBin__184,Rep_184,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000433175,184.0,127.0,43,0.0288376285714285,1590,1221,577
fBin__43|gBin__128|sBin__185,Rep_185,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000436595,185.0,128.0,43,0.02445955,1592,1222,577
fBin__43|gBin__129|sBin__186,Rep_186,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900551055,186.0,129.0,43,0.0219281,1596,1223,577
fBin__43|gBin__129|sBin__187,Rep_187,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900554545,187.0,129.0,43,0.0233387333333333,1595,1223,577
fBin__43|gBin__129|sBin__188,Rep_188,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,188.0,129.0,43,0.1370263749999999,unknown,1223,577
fBin__43|gBin__129|sBin__189,Rep_189,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900554045,189.0,129.0,43,0.0283706125,1593,1223,577
fBin__43|gBin__129|sBin__190,Rep_190,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,190.0,129.0,43,0.0961771625,unknown,1223,577
fBin__43|gBin__130|sBin__191,Rep_191,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,191.0,130.0,43,0.0305196,1598,1225,577
fBin__43|gBin__131|sBin__192,Rep_192,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,192.0,131.0,43,0.1707546666666666,unknown,unknown,577
fBin__43|gBin__132|sBin__193,Rep_193,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900548585,193.0,132.0,43,0.0151308545454545,1581,1215,576
fBin__43|gBin__133|sBin__194,Rep_194,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900540415,194.0,133.0,43,0.0218026660714285,1600,1227,577
fBin__43|gBin__133|sBin__195,Rep_195,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,195.0,133.0,43,0.1422660178571428,unknown,1227,577
fBin__44|gBin__134|sBin__196,Rep_196,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella buccae,196.0,134.0,44,0.0232564166666666,1531,1183,566
fBin__44|gBin__135|sBin__197,Rep_197,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella oris,197.0,135.0,44,0.0260437,1525,1178,565
fBin__44|gBin__136|sBin__198,Rep_198,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella salivae,198.0,136.0,44,0.0298414333333333,1522,1176,565
fBin__45|gBin__137|sBin__199,Rep_199,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002251385,199.0,137.0,45,0.0295479532467532,1666,1245,579
fBin__45|gBin__138|sBin__200,Rep_200,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000834015,200.0,138.0,45,0.0263723011764705,1662,1242,579
fBin__45|gBin__139|sBin__201,Rep_201,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900548745,201.0,139.0,45,0.0288865605263157,1663,1243,579
fBin__45|gBin__140|sBin__202,Rep_202,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900557405,202.0,140.0,45,0.0277720399999999,1664,1244,579
fBin__45|gBin__140|sBin__203,Rep_203,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,203.0,140.0,45,0.0,1665,1244,579
fBin__45|gBin__141|sBin__204,Rep_204,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900543975,204.0,141.0,45,0.0357971602409638,1668,1247,579
fBin__45|gBin__142|sBin__205,Rep_205,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900552675,205.0,142.0,45,0.044521429032258,1667,1246,579
fBin__45|gBin__143|sBin__206,Rep_206,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900553595,206.0,143.0,45,0.0289482571428571,1670,1249,579
fBin__45|gBin__144|sBin__207,Rep_207,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900544495,207.0,144.0,45,0.0191654,1671,1250,579
fBin__45|gBin__144|sBin__208,Rep_208,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900546575,208.0,144.0,45,0.0281886766666666,1672,1250,579
fBin__45|gBin__144|sBin__209,Rep_209,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900552515,209.0,144.0,45,0.0348241288461538,1673,1250,579
fBin__45|gBin__144|sBin__210,Rep_210,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900550035,210.0,144.0,45,0.0,1674,1250,579
fBin__45|gBin__145|sBin__211,Rep_211,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900290275,211.0,145.0,45,0.0304844161904761,1676,1251,579
fBin__45|gBin__145|sBin__212,Rep_212,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900553155,212.0,145.0,45,0.0310433,1675,1251,579
fBin__45|gBin__146|sBin__213,Rep_213,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,213.0,146.0,45,0.1725223428571428,unknown,unknown,579
fBin__45|gBin__147|sBin__214,Rep_214,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002265625,214.0,147.0,45,0.0380909304347826,1677,1252,579
fBin__45|gBin__148|sBin__215,Rep_215,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000434975,215.0,148.0,45,0.0330269625514403,1680,1253,579
fBin__45|gBin__148|sBin__216,Rep_216,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella stercorea,216.0,148.0,45,0.0359738353773584,1679,1253,579
fBin__45|gBin__149|sBin__217,Rep_217,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900548195,217.0,149.0,45,0.01122825,1488,1158,557
fBin__45|gBin__149|sBin__218,Rep_218,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900552965,218.0,149.0,45,0.02275795,1489,1158,557
fBin__45|gBin__150|sBin__219,Rep_219,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002251295,219.0,150.0,45,0.02275544,1606,1231,579
fBin__45|gBin__151|sBin__220,Rep_220,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,220.0,151.0,45,0.0,1659,1240,579
fBin__45|gBin__152|sBin__221,Rep_221,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000436915,221.0,152.0,45,0.0330990219696969,1657,1239,579
fBin__45|gBin__152|sBin__222,Rep_222,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,222.0,152.0,45,0.0526665356060606,unknown,1239,579
fBin__45|gBin__153|sBin__223,Rep_223,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,223.0,153.0,45,0.238427,unknown,unknown,579
fBin__45|gBin__154|sBin__224,Rep_224,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,224.0,154.0,45,0.2330155454545454,unknown,unknown,579
fBin__45|gBin__155|sBin__225,Rep_225,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900556395,225.0,155.0,45,0.0236282,1612,1234,579
fBin__45|gBin__155|sBin__226,Rep_226,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900313215,226.0,155.0,45,0.0315829088328075,1613,1234,579
fBin__45|gBin__156|sBin__227,Rep_227,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000436035,227.0,156.0,45,0.0281180230379746,1614,1235,579
fBin__45|gBin__157|sBin__228,Rep_228,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900548535,228.0,157.0,45,0.0274201888888888,1623,1237,579
fBin__45|gBin__157|sBin__229,Rep_229,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000434515,229.0,157.0,45,0.0384387226666666,1617,1236,579
fBin__45|gBin__157|sBin__230,Rep_230,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900551275,230.0,157.0,45,0.0357852962962962,1624,1238,579
fBin__45|gBin__157|sBin__231,Rep_231,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella copri,231.0,157.0,45,0.0316444948651,1626,1238,579
fBin__45|gBin__157|sBin__232,Rep_232,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,232.0,157.0,45,0.0214278,1654,1238,579
fBin__45|gBin__157|sBin__233,Rep_233,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900555035,233.0,157.0,45,0.0448917,1656,1238,579
fBin__45|gBin__157|sBin__234,Rep_234,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900546535,234.0,157.0,45,0.034838934090909,1636,1238,579
fBin__45|gBin__157|sBin__235,Rep_235,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900556795,235.0,157.0,45,0.0407613375,1635,1238,579
fBin__45|gBin__157|sBin__236,Rep_236,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900557035,236.0,157.0,45,0.032172509090909,1640,1238,579
fBin__45|gBin__157|sBin__237,Rep_237,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella copri_A,237.0,157.0,45,0.0424546482269503,1644,1238,579
fBin__45|gBin__157|sBin__238,Rep_238,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900544825,238.0,157.0,45,0.0194647079999999,1638,1238,579
fBin__45|gBin__157|sBin__239,Rep_239,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900551985,239.0,157.0,45,0.01468345,1637,1238,579
fBin__45|gBin__158|sBin__240,Rep_240,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000431975,240.0,158.0,45,0.02488168,1684,1256,580
fBin__45|gBin__159|sBin__241,Rep_241,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002480935,241.0,159.0,45,0.0113445333333333,1579,1213,575
fBin__45|gBin__160|sBin__242,Rep_242,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,242.0,160.0,45,0.137915,unknown,1257,580
fBin__45|gBin__160|sBin__243,Rep_243,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900316565,243.0,160.0,45,0.0,1685,1257,580
fBin__45|gBin__161|sBin__244,Rep_244,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900314945,244.0,161.0,45,0.22559,unknown,unknown,580
fBin__45|gBin__162|sBin__245,Rep_245,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900546345,245.0,162.0,45,0.0,1691,1259,580
fBin__45|gBin__162|sBin__246,Rep_246,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900540375,246.0,162.0,45,0.0180594499999999,1687,1259,580
fBin__45|gBin__162|sBin__247,Rep_247,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002350355,247.0,162.0,45,0.02086632,1689,1259,580
fBin__45|gBin__162|sBin__248,Rep_248,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002481295,248.0,162.0,45,0.022861,1690,1259,580
fBin__45|gBin__162|sBin__249,Rep_249,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900317685,249.0,162.0,45,0.0346406,1688,1259,580
fBin__45|gBin__162|sBin__250,Rep_250,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,250.0,162.0,45,0.065294,unknown,1259,580
fBin__45|gBin__163|sBin__251,Rep_251,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900322095,251.0,163.0,45,0.16988975,unknown,unknown,580
fBin__45|gBin__164|sBin__252,Rep_252,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,252.0,164.0,45,0.1101965,unknown,1268,580
fBin__45|gBin__164|sBin__253,Rep_253,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella multisaccharivorax,253.0,164.0,45,0.00890365,1702,1268,580
fBin__45|gBin__165|sBin__254,Rep_254,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,254.0,165.0,45,0.136157,unknown,1269,580
fBin__45|gBin__165|sBin__255,Rep_255,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900315955,255.0,165.0,45,0.0294612,1704,1269,580
fBin__45|gBin__166|sBin__256,Rep_256,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900543585,256.0,166.0,45,0.02984555,1692,1260,580
fBin__45|gBin__167|sBin__257,Rep_257,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,257.0,167.0,45,0.2071021666666666,unknown,unknown,580
fBin__45|gBin__168|sBin__258,Rep_258,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,258.0,168.0,45,0.0,1695,1262,580
fBin__45|gBin__169|sBin__259,Rep_259,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp003447235,259.0,169.0,45,0.0279711064935064,1699,1266,580
fBin__45|gBin__170|sBin__260,Rep_260,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002299635,260.0,170.0,45,0.025738831707317,1701,1267,580
fBin__45|gBin__171|sBin__261,Rep_261,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp002300055,261.0,171.0,45,0.0182479887096774,1705,1270,580
fBin__45|gBin__172|sBin__262,Rep_262,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,262.0,172.0,45,0.243761,unknown,unknown,566
fBin__45|gBin__173|sBin__263,Rep_263,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp000435635,263.0,173.0,45,0.0260024785714285,1697,1264,580
fBin__45|gBin__174|sBin__264,Rep_264,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,unknown,264.0,174.0,45,0.0,1683,1255,579
